source_reference,name,counterparty_type,country_code,resident,attributes.segment
CUST-D-0312,Efua Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0313,Akua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0314,Fiifi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0315,Abena Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0316,Ama Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0317,Esi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0318,Ama Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0319,Ama Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0320,Aba Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0321,Fiifi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0322,Kwame Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0323,Ama Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0324,Yaa Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0325,Akosua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0326,Efua Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0327,Kofi Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0328,Akua Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0329,Akua Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0330,Kojo Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0331,Akosua Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0332,Abena Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0333,Nana Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0334,Esi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0335,Kojo Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0336,Fiifi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0337,Kojo Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0338,Efua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0339,Abena Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0340,Yaw Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0341,Efua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0342,Fiifi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0343,Adwoa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0344,Efua Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0345,Akosua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0346,Abena Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0347,Kwesi Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0348,Kwesi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0349,Efua Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0350,Kwame Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0351,Abena Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0352,Akua Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0353,Efua Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0354,Nana Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0355,Abena Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0356,Fiifi Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0357,Aba Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0358,Kwesi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0359,Kwabena Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0360,Nana Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0361,Adwoa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0362,Nana Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0363,Kwesi Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0364,Kwame Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0365,Yaw Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0366,Akua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0367,Kojo Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0368,Ama Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0369,Ama Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0370,Yaa Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0371,Adwoa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0372,Asante Pharmacy,SME,GH,true,sme
CUST-D-0373,Owusu Pharmacy,SME,GH,true,sme
CUST-D-0374,Efua Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0375,Yeboah Hardware,SME,GH,true,sme
CUST-D-0376,Abena Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0377,Frimpong Farms,SME,GH,true,sme
CUST-D-0378,Frimpong Agro,SME,GH,true,sme
CUST-D-0379,Boateng Motors,SME,GH,true,sme
CUST-D-0380,Yeboah Logistics,SME,GH,true,sme
CUST-D-0381,Baffour Agro,SME,GH,true,sme
CUST-D-0382,Owusu Enterprise,SME,GH,true,sme
CUST-D-0383,Yaa Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0384,Abena Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0385,Frimpong Enterprise,SME,GH,true,sme
CUST-D-0386,Kwame Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0387,Efua Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0388,Nana Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0389,Asante Printing,SME,GH,true,sme
CUST-D-0390,Appiah Enterprise,SME,GH,true,sme
CUST-D-0391,Kwesi Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0392,Akosua Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0393,Kwabena Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0394,Yaw Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0395,Darko Enterprise,SME,GH,true,sme
CUST-D-0396,Darko Foods,SME,GH,true,sme
CUST-D-0397,Boateng Enterprise,SME,GH,true,sme
CUST-D-0398,Dartey Printing,SME,GH,true,sme
CUST-D-0399,Ofori Foods,SME,GH,true,sme
CUST-D-0400,Owusu Enterprise,SME,GH,true,sme
CUST-D-0401,Adwoa Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0402,Asante Logistics,SME,GH,true,sme
CUST-D-0403,Antwi Enterprise,SME,GH,true,sme
CUST-D-0404,Adwoa Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0405,Antwi Trading,SME,GH,true,sme
CUST-D-0406,Ama Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0407,Yaw Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0408,Frimpong Enterprise,SME,GH,true,sme
CUST-D-0409,Aba Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0410,Fiifi Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0411,Boateng Pharmacy,SME,GH,true,sme
CUST-D-0412,Antwi Ventures,SME,GH,true,sme
CUST-D-0413,Adwoa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0414,Agyeman Trading,SME,GH,true,sme
CUST-D-0415,Nana Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0416,Adjei Hardware,SME,GH,true,sme
CUST-D-0417,Adwoa Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0418,Ofori Foods,SME,GH,true,sme
CUST-D-0419,Yaw Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0420,Agyeman Tailoring,SME,GH,true,sme
CUST-D-0421,Boateng Foods,SME,GH,true,sme
CUST-D-0422,Adjei Fabrics,SME,GH,true,sme
CUST-D-0423,Kwame Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0424,Kwesi Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0425,Kojo Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0426,Yeboah Farms,SME,GH,true,sme
CUST-D-0427,Frimpong Foods,SME,GH,true,sme
CUST-D-0428,Adwoa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0429,Dartey Enterprise,SME,GH,true,sme
CUST-D-0430,Esi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0431,Quaye Motors,SME,GH,true,sme
CUST-D-0432,Ama Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0433,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0434,Yaw Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0435,Yeboah Ventures,SME,GH,true,sme
CUST-D-0436,Ofori Cold Store,SME,GH,true,sme
CUST-D-0437,Baffour Foods,SME,GH,true,sme
CUST-D-0438,Boateng Hardware,SME,GH,true,sme
CUST-D-0439,Kwame Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0440,Boateng Hardware,SME,GH,true,sme
CUST-D-0441,Nana Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0442,Antwi Trading,SME,GH,true,sme
CUST-D-0443,Frimpong Pharmacy,SME,GH,true,sme
CUST-D-0444,Owusu Tailoring,SME,GH,true,sme
CUST-D-0445,Agyeman Cold Store,SME,GH,true,sme
CUST-D-0446,Aba Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0447,Kojo Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0448,Frimpong Agro,SME,GH,true,sme
CUST-D-0449,Kofi Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0450,Efua Agyeman,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0451,Owusu Trading,SME,GH,true,sme
CUST-D-0452,Ofori Trading,SME,GH,true,sme
CUST-D-0453,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0454,Boateng Logistics,SME,GH,true,sme
CUST-D-0455,Frimpong Ventures,SME,GH,true,sme
CUST-D-0456,Appiah Enterprise,SME,GH,true,sme
CUST-D-0457,Efua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0458,Owusu Fabrics,SME,GH,true,sme
CUST-D-0459,Baffour Cold Store,SME,GH,true,sme
CUST-D-0460,Nana Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0461,Dartey Pharmacy,SME,GH,true,sme
CUST-D-0462,Owusu Enterprise,SME,GH,true,sme
CUST-D-0463,Ofori Enterprise,SME,GH,true,sme
CUST-D-0464,Antwi Logistics,SME,GH,true,sme
CUST-D-0465,Antwi Motors,SME,GH,true,sme
CUST-D-0466,Quaye Agro,SME,GH,true,sme
CUST-D-0467,Darko Tailoring,SME,GH,true,sme
CUST-D-0468,Ofori Hardware,SME,GH,true,sme
CUST-D-0469,Nana Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0470,Akua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0471,Esi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0472,Antwi Cold Store,SME,GH,true,sme
CUST-D-0473,Akosua Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0474,Yaw Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0475,Frimpong Fabrics,SME,GH,true,sme
CUST-D-0476,Yaa Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0477,Akosua Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0478,Fiifi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0479,Appiah Hardware,SME,GH,true,sme
CUST-D-0480,Quaye Logistics,SME,GH,true,sme
CUST-D-0481,Owusu Agro,SME,GH,true,sme
CUST-D-0482,Yaa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0483,Mensah Foods,SME,GH,true,sme
CUST-D-0484,Kojo Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0485,Adwoa Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0486,Boateng Hardware,SME,GH,true,sme
CUST-D-0487,Darko Agro,SME,GH,true,sme
CUST-D-0488,Yeboah Trading,SME,GH,true,sme
CUST-D-0489,Ama Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0490,Dartey Enterprise,SME,GH,true,sme
CUST-D-0491,Yaw Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0492,Kofi Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0493,Kwesi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0494,Adjei Enterprise,SME,GH,true,sme
CUST-D-0495,Baffour Ventures,SME,GH,true,sme
CUST-D-0496,Mensah Cold Store,SME,GH,true,sme
CUST-D-0497,Mensah Hardware,SME,GH,true,sme
CUST-D-0498,Quaye Enterprise,SME,GH,true,sme
CUST-D-0499,Yaa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0500,Baffour Enterprise,SME,GH,true,sme
CUST-D-0501,Akua Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0502,Antwi Cold Store,SME,GH,true,sme
CUST-D-0503,Appiah Cold Store,SME,GH,true,sme
CUST-D-0504,Yeboah Enterprise,SME,GH,true,sme
CUST-D-0505,Antwi Fabrics,SME,GH,true,sme
CUST-D-0506,Nana Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0507,Ofori Tailoring,SME,GH,true,sme
CUST-D-0508,Esi Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0509,Quaye Pharmacy,SME,GH,true,sme
CUST-D-0510,Nana Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0511,Asante Printing,SME,GH,true,sme
CUST-D-0512,Mensah Logistics,SME,GH,true,sme
CUST-D-0513,Kwabena Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0514,Frimpong Ventures,SME,GH,true,sme
CUST-D-0515,Adwoa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0516,Adwoa Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0517,Mensah Foods,SME,GH,true,sme
CUST-D-0518,Asante Hardware,SME,GH,true,sme
CUST-D-0519,Antwi Hardware,SME,GH,true,sme
CUST-D-0520,Ofori Agro,SME,GH,true,sme
CUST-D-0521,Appiah Pharmacy,SME,GH,true,sme
CUST-D-0522,Osei Logistics,SME,GH,true,sme
CUST-D-0523,Osei Motors,SME,GH,true,sme
CUST-D-0524,Afia Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0525,Kofi Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0526,Owusu Foods,SME,GH,true,sme
CUST-D-0527,Baffour Printing,SME,GH,true,sme
CUST-D-0528,Baffour Hardware,SME,GH,true,sme
CUST-D-0529,Mensah Hardware,SME,GH,true,sme
CUST-D-0530,Kwame Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0531,Quaye Printing,SME,GH,true,sme
CUST-D-0532,Frimpong Foods,SME,GH,true,sme
CUST-D-0533,Boateng Printing,SME,GH,true,sme
CUST-D-0534,Efua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0535,Antwi Motors,SME,GH,true,sme
CUST-D-0536,Boateng Enterprise,SME,GH,true,sme
CUST-D-0537,Antwi Hardware,SME,GH,true,sme
CUST-D-0538,Kwesi Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0539,Agyeman Motors,SME,GH,true,sme
CUST-D-0540,Kwesi Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0541,Fiifi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0542,Aba Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0543,Quaye Enterprise,SME,GH,true,sme
CUST-D-0544,Kofi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0545,Darko Pharmacy,SME,GH,true,sme
CUST-D-0546,Asante Printing,SME,GH,true,sme
CUST-D-0547,Kwame Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0548,Ama Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0549,Yaw Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0550,Efua Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0551,Kwame Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0552,Ama Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0553,Kwabena Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0554,Efua Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0555,Yaa Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0556,Ofori Agro,SME,GH,true,sme
CUST-D-0557,Asante Logistics,SME,GH,true,sme
CUST-D-0558,Mensah Pharmacy,SME,GH,true,sme
CUST-D-0559,Ofori Tailoring,SME,GH,true,sme
CUST-D-0560,Owusu Motors,SME,GH,true,sme
CUST-D-0561,Yaw Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0562,Fiifi Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0563,Kwabena Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0564,Kwabena Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0565,Yaw Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0566,Baffour Hardware,SME,GH,true,sme
CUST-D-0567,Esi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0568,Kwame Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0569,Owusu Logistics,SME,GH,true,sme
CUST-D-0570,Yeboah Hardware,SME,GH,true,sme
CUST-D-0571,Aba Baffour,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0572,Dartey Farms,SME,GH,true,sme
CUST-D-0573,Asante Agro,SME,GH,true,sme
CUST-D-0574,Kojo Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0575,Yaa Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0576,Quaye Agro,SME,GH,true,sme
CUST-D-0577,Quaye Ventures,SME,GH,true,sme
CUST-D-0578,Aba Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0579,Owusu Pharmacy,SME,GH,true,sme
CUST-D-0580,Akosua Asante,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0581,Antwi Printing,SME,GH,true,sme
CUST-D-0582,Kofi Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0583,Nana Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0584,Adwoa Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0585,Aba Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0586,Akua Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0587,Adjei Hardware,SME,GH,true,sme
CUST-D-0588,Yaw Boateng,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0589,Asante Fabrics,SME,GH,true,sme
CUST-D-0590,Darko Fabrics,SME,GH,true,sme
CUST-D-0591,Appiah Motors,SME,GH,true,sme
CUST-D-0592,Adjei Logistics,SME,GH,true,sme
CUST-D-0593,Akua Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0594,Yaw Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0595,Asante Motors,SME,GH,true,sme
CUST-D-0596,Yaw Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0597,Yaa Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0598,Yaa Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-D-0599,Ofori Motors,SME,GH,true,sme
CUST-D-0600,Akua Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CP-BOG,Bank of Ghana,CENTRAL_BANK,GH,true,central_bank
CP-GOG,Government of Ghana,SOVEREIGN,GH,true,sovereign
CUST-L-0001,Asante Farms,SME,GH,true,sme
CUST-L-0002,Osei Pharmacy,SME,GH,true,sme
CUST-L-0003,Agyeman Foods,SME,GH,true,sme
CUST-L-0004,Ofori Agro,SME,GH,true,sme
CUST-L-0005,Osei Logistics,SME,GH,true,sme
CUST-L-0006,Darko Foods,SME,GH,true,sme
CUST-L-0007,Baffour Motors,SME,GH,true,sme
CUST-L-0008,Agyeman Cold Store,SME,GH,true,sme
CUST-L-0009,Darko Ventures,SME,GH,true,sme
CUST-L-0010,Appiah Printing,SME,GH,true,sme
CUST-L-0011,Yeboah Cold Store,SME,GH,true,sme
CUST-L-0012,Boateng Pharmacy,SME,GH,true,sme
CUST-L-0013,Baffour Trading,SME,GH,true,sme
CUST-L-0014,Osei Logistics,SME,GH,true,sme
CUST-L-0015,Appiah Farms,SME,GH,true,sme
CUST-L-0016,Mensah Pharmacy,SME,GH,true,sme
CUST-L-0017,Mensah Foods,SME,GH,true,sme
CUST-L-0018,Boateng Cold Store,SME,GH,true,sme
CUST-L-0019,Osei Printing,SME,GH,true,sme
CUST-L-0020,Darko Agro,SME,GH,true,sme
CUST-L-0021,Antwi Printing,SME,GH,true,sme
CUST-L-0022,Frimpong Farms,SME,GH,true,sme
CUST-L-0023,Frimpong Agro,SME,GH,true,sme
CUST-L-0024,Ofori Hardware,SME,GH,true,sme
CUST-L-0025,Boateng Agro,SME,GH,true,sme
CUST-L-0026,Antwi Tailoring,SME,GH,true,sme
CUST-L-0027,Frimpong Foods,SME,GH,true,sme
CUST-L-0028,Mensah Trading,SME,GH,true,sme
CUST-L-0029,Ofori Enterprise,SME,GH,true,sme
CUST-L-0030,Boateng Enterprise,SME,GH,true,sme
CUST-L-0031,Adjei Hardware,SME,GH,true,sme
CUST-L-0032,Quaye Cold Store,SME,GH,true,sme
CUST-L-0033,Asante Agro,SME,GH,true,sme
CUST-L-0034,Baffour Hardware,SME,GH,true,sme
CUST-L-0035,Quaye Trading,SME,GH,true,sme
CUST-L-0036,Owusu Hardware,SME,GH,true,sme
CUST-L-0037,Yeboah Farms,SME,GH,true,sme
CUST-L-0038,Boateng Hardware,SME,GH,true,sme
CUST-L-0039,Antwi Fabrics,SME,GH,true,sme
CUST-L-0040,Appiah Ventures,SME,GH,true,sme
CUST-L-0041,Dartey Hardware,SME,GH,true,sme
CUST-L-0042,Mensah Foods,SME,GH,true,sme
CUST-L-0043,Baffour Cold Store,SME,GH,true,sme
CUST-L-0044,Agyeman Fabrics,SME,GH,true,sme
CUST-L-0045,Darko Ventures,SME,GH,true,sme
CUST-L-0046,Agyeman Enterprise,SME,GH,true,sme
CUST-L-0047,Antwi Trading,SME,GH,true,sme
CUST-L-0048,Mensah Printing,SME,GH,true,sme
CUST-L-0049,Owusu Trading,SME,GH,true,sme
CUST-L-0050,Antwi Fabrics,SME,GH,true,sme
CUST-L-0051,Frimpong Agro,SME,GH,true,sme
CUST-L-0052,Darko Fabrics,SME,GH,true,sme
CUST-L-0053,Osei Agro,SME,GH,true,sme
CUST-L-0054,Yeboah Tailoring,SME,GH,true,sme
CUST-L-0055,Osei Ventures,SME,GH,true,sme
CUST-L-0056,Boateng Farms,SME,GH,true,sme
CUST-L-0057,Ofori Farms,SME,GH,true,sme
CUST-L-0058,Antwi Foods,SME,GH,true,sme
CUST-L-0059,Darko Logistics,SME,GH,true,sme
CUST-L-0060,Adjei Hardware,SME,GH,true,sme
CUST-L-0061,Dartey Foods,SME,GH,true,sme
CUST-L-0062,Frimpong Printing,SME,GH,true,sme
CUST-L-0063,Mensah Logistics,SME,GH,true,sme
CUST-L-0064,Ofori Foods,SME,GH,true,sme
CUST-L-0065,Yeboah Pharmacy,SME,GH,true,sme
CUST-L-0066,Frimpong Ventures,SME,GH,true,sme
CUST-L-0067,Dartey Agro,SME,GH,true,sme
CUST-L-0068,Frimpong Enterprise,SME,GH,true,sme
CUST-L-0069,Mensah Ventures,SME,GH,true,sme
CUST-L-0070,Boateng Logistics,SME,GH,true,sme
CUST-L-0071,Osei Cold Store,SME,GH,true,sme
CUST-L-0072,Boateng Farms,SME,GH,true,sme
CUST-L-0073,Adjei Ventures,SME,GH,true,sme
CUST-L-0074,Owusu Farms,SME,GH,true,sme
CUST-L-0075,Mensah Cold Store,SME,GH,true,sme
CUST-L-0076,Frimpong Logistics,SME,GH,true,sme
CUST-L-0077,Darko Hardware,SME,GH,true,sme
CUST-L-0078,Mensah Enterprise,SME,GH,true,sme
CUST-L-0079,Agyeman Motors,SME,GH,true,sme
CUST-L-0080,Adjei Fabrics,SME,GH,true,sme
CUST-L-0081,Adwoa Osei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0082,Fiifi Mensah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0083,Kwame Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0084,Efua Dartey,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0085,Afia Appiah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0086,Afia Antwi,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0087,Abena Darko,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0088,Kwesi Ofori,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0089,Esi Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0090,Yaa Yeboah,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0091,Efua Owusu,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0092,Aba Adjei,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0093,Kwesi Quaye,RETAIL_INDIVIDUAL,GH,true,retail_individual
CUST-L-0094,Kwesi Frimpong,RETAIL_INDIVIDUAL,GH,true,retail_individual
