# Sample Bank onboarding dataset — teller_withdrawals, reporting week ending 2026-06-30 (seven days 2026-06-24..2026-06-30; push with as_of_date=2026-06-30). One row per over-the-counter cash withdrawal; amounts in the account currency with the bank's cedi equivalent in amount_ghs.
txn_date,txn_reference,branch_code,branch,customer_reference,customer_name,account_reference,account_type,currency,amount,amount_ghs,channel,teller_id,txn_time,notes
2026-06-26,TLR-20260626-00170,BR014,Ridge — Ministries,CIF-300174,Patience Agyeman,014017402,savings,GHS,2500.00,2500.00,teller,T3014,15:45,
2026-06-26,TLR-20260626-00171,BR015,Circle — Kwame Nkrumah Interchange,CIF-300229,Abena Asante,015022901,current,GHS,400000.00,400000.00,teller,T4015,13:47,
2026-06-26,TLR-20260626-00172,BR020,Kumasi Adum,CIF-300178,Danso Ventures,020017801,current,GHS,241200.00,241200.00,teller,T6020,08:24,
2026-06-26,TLR-20260626-00173,BR020,Kumasi Adum,CIF-300225,Kwabena Frimpong,020022502,savings,GHS,1500.00,1500.00,teller,T4020,09:50,
2026-06-26,TLR-20260626-00174,BR020,Kumasi Adum,CIF-300002,Abena Acheampong,020000202,savings,GHS,3000.00,3000.00,teller,T3020,10:26,
2026-06-26,TLR-20260626-00175,BR020,Kumasi Adum,CIF-300313,Ibrahim Lartey,020031302,savings,GHS,1550.00,1550.00,teller,T8020,16:27,
2026-06-26,TLR-20260626-00176,BR021,Kumasi Kejetia,CIF-300035,Akosua Adjei,021003502,savings,GHS,6000.00,6000.00,teller,T7021,08:17,
2026-06-26,TLR-20260626-00177,BR021,Kumasi Kejetia,CIF-200142,Yaa Asantewaa Traders,021014201,current,GHS,940000.00,940000.00,teller,T6021,08:34,
2026-06-26,TLR-20260626-00178,BR021,Kumasi Kejetia,CIF-300192,Appiah & Sons,021019201,current,GHS,240000.00,240000.00,teller,T8021,08:58,
2026-06-26,TLR-20260626-00179,BR021,Kumasi Kejetia,CIF-200156,Kejetia Traders Cooperative Credit Union,021015601,current,GHS,2950000.00,2950000.00,teller,T6021,11:42,
2026-06-26,TLR-20260626-00180,BR021,Kumasi Kejetia,CIF-300028,Ibrahim Yeboah,021002801,current,GHS,450000.00,450000.00,teller,T4021,13:58,
2026-06-26,TLR-20260626-00181,BR021,Kumasi Kejetia,CIF-300240,Isaac Darko,021024001,current,EUR,5000.00,70386.05,teller,T8021,15:51,
2026-06-26,TLR-20260626-00182,BR024,Kumasi Suame Magazine,CIF-300198,Mensah Appiah,024019802,savings,GHS,6500.00,6500.00,teller,T9024,13:05,
2026-06-26,TLR-20260626-00183,BR024,Kumasi Suame Magazine,CIF-300067,Kojo Sarpong,024006702,savings,GHS,2000.00,2000.00,teller,T2024,15:46,
2026-06-26,TLR-20260626-00184,BR026,Obuasi,CIF-300047,Vida Sarpong,026004702,savings,GHS,12200.00,12200.00,teller,T5026,08:01,
2026-06-26,TLR-20260626-00185,BR026,Obuasi,CIF-300232,Adjei Stores,026023201,current,GHS,120000.00,120000.00,teller,T5026,09:15,
2026-06-26,TLR-20260626-00186,BR026,Obuasi,CIF-300222,Daniel Ansah,026022202,savings,GHS,12000.00,12000.00,teller,T3026,11:14,
2026-06-26,TLR-20260626-00187,BR026,Obuasi,CIF-300082,Efua Sarpong,026008202,savings,GHS,8350.00,8350.00,teller,T5026,11:47,
2026-06-26,TLR-20260626-00188,BR030,Takoradi Market Circle,CIF-300274,Comfort Asante,030027402,savings,GHS,1850.00,1850.00,teller,T1030,09:26,
2026-06-26,TLR-20260626-00189,BR030,Takoradi Market Circle,CIF-300039,Lartey Motors,030003901,current,GHS,20000.00,20000.00,teller,T6030,10:39,
2026-06-26,TLR-20260626-00190,BR031,Takoradi Harbour,CIF-300320,Nana Baah,031032001,current,GHS,450000.00,450000.00,teller,T1031,13:28,
2026-06-26,TLR-20260626-00191,BR036,Cape Coast Kotokuraba,CIF-300081,Mensah Antwi,036008102,savings,GHS,10000.00,10000.00,teller,T7036,08:44,
2026-06-26,TLR-20260626-00192,BR036,Cape Coast Kotokuraba,CIF-300301,Esi Lartey,036030102,savings,GHS,10200.00,10200.00,teller,T9036,10:59,
2026-06-26,TLR-20260626-00193,BR036,Cape Coast Kotokuraba,CIF-200164,Cape Coast Teachers Credit Union,036016402,savings,GHS,1120000.00,1120000.00,teller,T4036,12:07,
2026-06-26,TLR-20260626-00194,BR036,Cape Coast Kotokuraba,CIF-300066,Agyeman Electricals,036006601,current,GHS,75000.00,75000.00,teller,T7036,16:01,
2026-06-26,TLR-20260626-00195,BR040,Koforidua,CIF-300268,Mariama Lartey,040026801,current,GHS,2000.00,2000.00,teller,T4040,08:15,
2026-06-26,TLR-20260626-00196,BR040,Koforidua,CIF-300195,Nana Acheampong,040019501,current,EUR,5000.00,70386.05,teller,T8040,11:00,
2026-06-26,TLR-20260626-00197,BR040,Koforidua,CIF-300171,Yaw Antwi,040017102,savings,GHS,2500.00,2500.00,teller,T2040,14:06,
2026-06-26,TLR-20260626-00198,BR045,Ho,CIF-300142,Grace Sulemana,045014201,current,GHS,12000.00,12000.00,teller,T4045,09:16,
2026-06-26,TLR-20260626-00199,BR045,Ho,CIF-300114,Esi Darko,045011402,savings,GHS,6050.00,6050.00,teller,T5045,09:36,
2026-06-26,TLR-20260626-00200,BR045,Ho,CIF-300193,Samuel Sulemana,045019302,call,GHS,350000.00,350000.00,teller,T2045,10:35,
2026-06-26,TLR-20260626-00201,BR045,Ho,CIF-300054,Joseph Boateng,045005402,savings,GHS,1500.00,1500.00,teller,T1045,13:47,
2026-06-26,TLR-20260626-00202,BR045,Ho,CIF-300278,Daniel Sarpong,045027802,savings,GHS,3000.00,3000.00,teller,T6045,16:14,
2026-06-26,TLR-20260626-00203,BR045,Ho,CIF-300255,Tetteh & Sons,045025501,current,GHS,26200.00,26200.00,teller,T5045,16:47,
2026-06-26,TLR-20260626-00204,BR050,Tamale Central,CIF-300236,Akosua Yeboah,050023601,current,GHS,2500.00,2500.00,teller,T8050,09:13,
2026-06-26,TLR-20260626-00205,BR050,Tamale Central,CIF-300077,Isaac Mohammed,050007702,savings,GHS,5050.00,5050.00,teller,T4050,09:52,
2026-06-26,TLR-20260626-00206,BR050,Tamale Central,CIF-300053,Vida Darko,050005301,current,GHS,10500.00,10500.00,teller,T5050,12:21,
2026-06-26,TLR-20260626-00207,BR050,Tamale Central,CIF-300187,Opoku Enterprise,050018701,current,GHS,180000.00,180000.00,teller,T9050,13:24,
2026-06-26,TLR-20260626-00208,BR050,Tamale Central,CIF-300159,Mensah & Sons,050015901,current,GHS,25000.00,25000.00,teller,T7050,15:18,
2026-06-26,TLR-20260626-00209,BR055,Sunyani,CIF-300031,Ama Appiah,055003102,savings,GHS,6200.00,6200.00,teller,T5055,11:55,
2026-06-26,TLR-20260626-00210,BR055,Sunyani,CIF-300076,Sarpong Printing Press,055007601,current,GHS,152500.00,152500.00,teller,T2055,15:14,
2026-06-26,TLR-20260626-00211,BR055,Sunyani,CIF-300170,Efua Amoah,055017001,current,GHS,8500.00,8500.00,teller,T5055,15:35,
2026-06-26,TLR-20260626-00212,BR056,Techiman Market,CIF-200198,Techiman Yam Market Association,056019801,current,GHS,1150000.00,1150000.00,teller,T7056,11:15,
2026-06-26,TLR-20260626-00213,BR056,Techiman Market,CIF-300021,Alhassan Boateng,056002102,call,GHS,400000.00,400000.00,teller,T1056,14:12,
2026-06-29,TLR-20260629-00214,BR001,Head Office — Independence Avenue,CIF-300169,Comfort Amoah,001016902,call,GHS,250000.00,250000.00,teller,T5001,09:26,
2026-06-29,TLR-20260629-00215,BR001,Head Office — Independence Avenue,CIF-200087,Goldfields Contractors (Gh) Ltd,001008701,current,GHS,750000.00,750000.00,teller,T1001,15:09,
2026-06-29,TLR-20260629-00216,BR001,Head Office — Independence Avenue,CIF-300326,Efua Sulemana,001032602,savings,GHS,2500.00,2500.00,teller,T9001,15:31,
2026-06-29,TLR-20260629-00217,BR002,Osu Oxford Street,CIF-300260,Yaa Ofori,002026001,current,GHS,5350.00,5350.00,teller,T8002,08:34,
2026-06-29,TLR-20260629-00218,BR002,Osu Oxford Street,CIF-300059,Adjei Fashions,002005901,current,GHS,15000.00,15000.00,teller,T4002,12:41,
2026-06-29,TLR-20260629-00219,BR003,Accra Mall,CIF-200288,Akwaaba Hotels Ltd,003028801,current,GHS,1080000.00,1080000.00,teller,T4003,10:33,
2026-06-29,TLR-20260629-00220,BR003,Accra Mall,CIF-300020,Ibrahim Asante,003002002,call,USD,20000.00,258800.08,teller,T5003,10:34,
2026-06-29,TLR-20260629-00221,BR003,Accra Mall,CIF-300273,Nkrumah Stores,003027301,current,GHS,240000.00,240000.00,teller,T3003,11:18,
2026-06-29,TLR-20260629-00222,BR003,Accra Mall,CIF-300261,Abdulai Provisions,003026101,current,GHS,32500.00,32500.00,teller,T5003,13:19,
2026-06-29,TLR-20260629-00223,BR003,Accra Mall,CIF-300211,Opoku Farms,003021101,current,GHS,25000.00,25000.00,teller,T7003,13:59,
2026-06-29,TLR-20260629-00224,BR003,Accra Mall,CIF-300063,Owusu Trading,003006301,current,GHS,17500.00,17500.00,teller,T8003,14:25,
2026-06-29,TLR-20260629-00225,BR004,Madina Market,CIF-300086,Mohammed Printing Press,004008601,current,GHS,90000.00,90000.00,teller,T1004,08:46,
2026-06-29,TLR-20260629-00226,BR004,Madina Market,CIF-300186,Seidu Opoku,004018601,current,GHS,4050.00,4050.00,teller,T1004,09:14,
2026-06-29,TLR-20260629-00227,BR004,Madina Market,CIF-300153,Ibrahim Mohammed,004015302,savings,GHS,1600.00,1600.00,teller,T8004,11:55,
2026-06-29,TLR-20260629-00228,BR004,Madina Market,CIF-300144,Boateng Motors,004014401,current,GHS,15000.00,15000.00,teller,T1004,16:24,
2026-06-29,TLR-20260629-00229,BR006,East Legon — Lagos Avenue,CIF-300080,Vida Owusu,006008001,current,GHS,450000.00,450000.00,teller,T2006,09:39,
2026-06-29,TLR-20260629-00230,BR006,East Legon — Lagos Avenue,CIF-200510,Blessed Assurance Cathedral,006051001,current,GHS,2150000.00,2150000.00,teller,T5006,12:51,
2026-06-29,TLR-20260629-00231,BR006,East Legon — Lagos Avenue,CIF-300191,Isaac Darko,006019101,current,GHS,12500.00,12500.00,teller,T5006,16:07,
2026-06-29,TLR-20260629-00232,BR006,East Legon — Lagos Avenue,CIF-300135,Adjei Provisions,006013501,current,GHS,30000.00,30000.00,teller,T5006,16:49,
2026-06-29,TLR-20260629-00233,BR007,Spintex Road,CIF-300309,Opoku Farms,007030901,current,GHS,77500.00,77500.00,teller,T3007,12:39,
2026-06-29,TLR-20260629-00234,BR007,Spintex Road,CIF-300277,Fatima Iddrisu,007027702,savings,GHS,5100.00,5100.00,teller,T7007,15:52,
2026-06-29,TLR-20260629-00235,BR008,Tema Harbour,CIF-300019,Mariama Sarpong,008001901,current,GHS,250000.00,250000.00,teller,T9008,09:58,
2026-06-29,TLR-20260629-00236,BR008,Tema Harbour,CIF-300056,Joseph Addo,008005602,savings,GHS,1700.00,1700.00,teller,T4008,12:23,
2026-06-29,TLR-20260629-00237,BR008,Tema Harbour,CIF-200493,Tema Community Church of Pentecost,008049301,current,GHS,860000.00,860000.00,teller,T9008,14:00,
2026-06-29,TLR-20260629-00238,BR008,Tema Harbour,CIF-300079,Samuel Abdulai,008007901,current,GHS,450000.00,450000.00,teller,T2008,15:31,
2026-06-29,TLR-20260629-00239,BR010,Kaneshie Market,CIF-300087,Sulemana Fashions,010008701,current,GHS,121200.00,121200.00,teller,T9010,08:40,
2026-06-29,TLR-20260629-00240,BR010,Kaneshie Market,CIF-300148,Nana Ofori,010014802,savings,GHS,12350.00,12350.00,teller,T8010,09:04,
2026-06-29,TLR-20260629-00241,BR010,Kaneshie Market,CIF-300328,Abena Acheampong,010032802,savings,GHS,3050.00,3050.00,teller,T8010,12:34,
2026-06-29,TLR-20260629-00242,BR010,Kaneshie Market,CIF-300291,Fatima Nkrumah,010029102,savings,GHS,12500.00,12500.00,teller,T9010,12:44,
2026-06-29,TLR-20260629-00243,BR010,Kaneshie Market,CIF-300297,Yaw Owusu,010029702,savings,GHS,15100.00,15100.00,teller,T8010,13:59,
2026-06-29,TLR-20260629-00244,BR010,Kaneshie Market,CIF-300207,Adwoa Baah,010020701,current,GHS,2000.00,2000.00,teller,T5010,15:26,
2026-06-29,TLR-20260629-00245,BR010,Kaneshie Market,CIF-300007,Fatima Yeboah,010000701,current,GHS,12500.00,12500.00,teller,T5010,16:36,
2026-06-29,TLR-20260629-00246,BR013,Kasoa,CIF-300015,Opoku Ventures,013001501,current,GHS,120000.00,120000.00,teller,T1013,08:28,
2026-06-29,TLR-20260629-00247,BR013,Kasoa,CIF-300197,Kwame Opoku,013019702,savings,GHS,2600.00,2600.00,teller,T8013,09:32,
2026-06-29,TLR-20260629-00248,BR013,Kasoa,CIF-300085,Ibrahim Adjei,013008502,call,GHS,300000.00,300000.00,teller,T6013,11:39,
2026-06-29,TLR-20260629-00249,BR013,Kasoa,CIF-300246,Yaw Abdulai,013024602,savings,GHS,2200.00,2200.00,teller,T5013,13:49,
2026-06-29,TLR-20260629-00250,BR013,Kasoa,CIF-300280,Opoku Provisions,013028001,current,GHS,15000.00,15000.00,teller,T8013,14:58,
2026-06-29,TLR-20260629-00251,BR013,Kasoa,CIF-300125,Yaw Mensah,013012501,current,GHS,300000.00,300000.00,teller,T1013,16:19,
2026-06-29,TLR-20260629-00252,BR014,Ridge — Ministries,CIF-300151,Abdulai Enterprise,014015101,current,GHS,40500.00,40500.00,teller,T5014,13:26,
2026-06-29,TLR-20260629-00253,BR014,Ridge — Ministries,CIF-300010,Ama Asante,014001002,call,GHS,300000.00,300000.00,teller,T9014,16:25,
2026-06-29,TLR-20260629-00254,BR015,Circle — Kwame Nkrumah Interchange,CIF-300247,Isaac Antwi,015024702,savings,GHS,2500.00,2500.00,teller,T5015,10:53,
2026-06-29,TLR-20260629-00255,BR015,Circle — Kwame Nkrumah Interchange,CIF-300231,Emmanuel Osei,015023102,savings,GHS,6200.00,6200.00,teller,T2015,13:03,
2026-06-29,TLR-20260629-00256,BR015,Circle — Kwame Nkrumah Interchange,CIF-300289,Kweku Osei,015028901,current,GHS,5200.00,5200.00,teller,T4015,13:39,
2026-06-29,TLR-20260629-00257,BR020,Kumasi Adum,CIF-300265,Mariama Tetteh,020026502,savings,GHS,2600.00,2600.00,teller,T6020,09:19,
2026-06-29,TLR-20260629-00258,BR020,Kumasi Adum,CIF-300038,Nkrumah Electricals,020003801,current,GHS,120000.00,120000.00,teller,T8020,10:15,
2026-06-29,TLR-20260629-00259,BR020,Kumasi Adum,CIF-300212,Bonsu Ventures,020021201,current,GHS,120500.00,120500.00,teller,T1020,14:44,
2026-06-29,TLR-20260629-00260,BR020,Kumasi Adum,CIF-300263,Joseph Iddrisu,020026302,savings,GHS,1550.00,1550.00,teller,T1020,15:08,
2026-06-29,TLR-20260629-00261,BR021,Kumasi Kejetia,CIF-200142,Yaa Asantewaa Traders,021014201,current,GHS,60000.00,60000.00,teller,T3021,12:24,
2026-06-29,TLR-20260629-00262,BR024,Kumasi Suame Magazine,CIF-300259,Emmanuel Baah,024025902,savings,GHS,5200.00,5200.00,teller,T2024,09:41,
2026-06-29,TLR-20260629-00263,BR024,Kumasi Suame Magazine,CIF-300185,Isaac Addo,024018502,savings,GHS,10000.00,10000.00,teller,T4024,09:45,
2026-06-29,TLR-20260629-00264,BR024,Kumasi Suame Magazine,CIF-200114,Nyame Adom Cocoa Purchasing Co. Ltd,024011401,current,GHS,2100000.00,2100000.00,teller,T7024,14:03,
2026-06-29,TLR-20260629-00265,BR024,Kumasi Suame Magazine,CIF-300227,Yaw Danso,024022702,savings,GHS,6100.00,6100.00,teller,T2024,14:23,
2026-06-29,TLR-20260629-00266,BR026,Obuasi,CIF-300325,Owusu Fashions,026032501,current,GHS,15000.00,15000.00,teller,T9026,08:40,
2026-06-29,TLR-20260629-00267,BR026,Obuasi,CIF-300018,Fatima Amoah,026001802,call,GHS,250000.00,250000.00,teller,T7026,08:47,
2026-06-29,TLR-20260629-00268,BR026,Obuasi,CIF-300205,Comfort Agyeman,026020501,current,GHS,250000.00,250000.00,teller,T2026,08:57,
2026-06-29,TLR-20260629-00269,BR026,Obuasi,CIF-300103,Ama Opoku,026010301,current,GHS,15000.00,15000.00,teller,T1026,12:59,
2026-06-29,TLR-20260629-00270,BR026,Obuasi,CIF-300181,Mariama Agyeman,026018101,current,GHS,10000.00,10000.00,teller,T4026,16:24,
2026-06-29,TLR-20260629-00271,BR030,Takoradi Market Circle,CIF-300036,Esi Sarpong,030003602,savings,GHS,2350.00,2350.00,teller,T6030,09:24,
2026-06-29,TLR-20260629-00272,BR030,Takoradi Market Circle,CIF-300061,Kwame Mensah,030006102,savings,GHS,10500.00,10500.00,teller,T4030,10:50,
2026-06-29,TLR-20260629-00273,BR030,Takoradi Market Circle,CIF-300163,Kojo Frimpong,030016302,savings,GHS,15200.00,15200.00,teller,T1030,16:00,
2026-06-29,TLR-20260629-00274,BR031,Takoradi Harbour,CIF-300023,Yaw Osei,031002301,current,GHS,3100.00,3100.00,teller,T4031,08:22,
2026-06-29,TLR-20260629-00275,BR036,Cape Coast Kotokuraba,CIF-300202,Emmanuel Abdulai,036020202,savings,GHS,10200.00,10200.00,teller,T5036,09:57,
2026-06-29,TLR-20260629-00276,BR036,Cape Coast Kotokuraba,CIF-300322,Isaac Owusu,036032202,savings,GHS,2550.00,2550.00,teller,T3036,11:09,
2026-06-29,TLR-20260629-00277,BR036,Cape Coast Kotokuraba,CIF-300286,Ama Boateng,036028602,savings,GHS,10050.00,10050.00,teller,T8036,11:26,
2026-06-29,TLR-20260629-00278,BR036,Cape Coast Kotokuraba,CIF-300107,Mariama Ofori,036010702,savings,GHS,4000.00,4000.00,teller,T4036,14:35,
2026-06-29,TLR-20260629-00279,BR045,Ho,CIF-300027,Yaa Iddrisu,045002702,savings,GHS,15000.00,15000.00,teller,T3045,11:09,
2026-06-29,TLR-20260629-00280,BR045,Ho,CIF-300189,Amoah Electricals,045018901,current,GHS,91200.00,91200.00,teller,T8045,12:34,
2026-06-29,TLR-20260629-00281,BR045,Ho,CIF-300098,Daniel Acheampong,045009802,savings,GHS,8500.00,8500.00,teller,T3045,15:20,
2026-06-29,TLR-20260629-00282,BR050,Tamale Central,CIF-300266,Yaw Baah,050026602,savings,GHS,2850.00,2850.00,teller,T6050,08:38,
2026-06-29,TLR-20260629-00283,BR050,Tamale Central,CIF-300128,Darko Trading,050012801,current,GHS,60000.00,60000.00,teller,T6050,08:48,
2026-06-29,TLR-20260629-00284,BR050,Tamale Central,CIF-300116,Quaye Motors,050011601,current,GHS,25500.00,25500.00,teller,T5050,14:38,
2026-06-29,TLR-20260629-00285,BR050,Tamale Central,CIF-300060,Yaw Appiah,050006001,current,GHS,4500.00,4500.00,teller,T9050,16:36,
2026-06-29,TLR-20260629-00286,BR055,Sunyani,CIF-200455,Sunyani Municipal Assembly,055045501,current,GHS,1580000.00,1580000.00,teller,T5055,12:00,
2026-06-29,TLR-20260629-00287,BR055,Sunyani,CIF-300072,Sarpong Bakery,055007201,current,GHS,180000.00,180000.00,teller,T7055,16:45,
2026-06-29,TLR-20260629-00288,BR056,Techiman Market,CIF-300242,Emmanuel Osei,056024201,current,GHS,6050.00,6050.00,teller,T8056,10:22,
2026-06-30,TLR-20260630-00289,BR001,Head Office — Independence Avenue,CIF-300257,Alhassan Frimpong,001025701,current,GHS,8500.00,8500.00,teller,T5001,14:42,
2026-06-30,TLR-20260630-00290,BR001,Head Office — Independence Avenue,CIF-300300,Asante Trading,001030001,current,GHS,50000.00,50000.00,teller,T5001,16:35,
2026-06-30,TLR-20260630-00291,BR001,Head Office — Independence Avenue,CIF-300111,Bonsu Enterprise,001011101,current,GHS,16200.00,16200.00,teller,T2001,16:53,
2026-06-30,TLR-20260630-00292,BR002,Osu Oxford Street,CIF-300102,Osei Motors,002010201,current,GHS,40000.00,40000.00,teller,T6002,08:50,
2026-06-30,TLR-20260630-00293,BR002,Osu Oxford Street,CIF-200129,Kwabena Owusu-Ansah,002012902,savings,GHS,1650000.00,1650000.00,teller,T4002,10:18,
2026-06-30,TLR-20260630-00294,BR002,Osu Oxford Street,CIF-300161,Comfort Bonsu,002016102,savings,GHS,12000.00,12000.00,teller,T7002,10:41,
2026-06-30,TLR-20260630-00295,BR002,Osu Oxford Street,CIF-300253,Joseph Sarpong,002025302,savings,GHS,2600.00,2600.00,teller,T1002,14:58,
2026-06-30,TLR-20260630-00296,BR002,Osu Oxford Street,CIF-300230,Tetteh & Sons,002023001,current,GHS,15000.00,15000.00,teller,T6002,15:51,
2026-06-30,TLR-20260630-00297,BR003,Accra Mall,CIF-300070,Mensah Acheampong,003007001,current,GHS,15100.00,15100.00,teller,T5003,11:13,
2026-06-30,TLR-20260630-00298,BR003,Accra Mall,CIF-300269,Akosua Sulemana,003026902,savings,GHS,10500.00,10500.00,teller,T3003,11:19,
2026-06-30,TLR-20260630-00299,BR003,Accra Mall,CIF-300052,Abdulai Pharmacy,003005201,current,GHS,25000.00,25000.00,teller,T8003,14:41,
2026-06-30,TLR-20260630-00300,BR003,Accra Mall,CIF-300321,Kojo Opoku,003032102,savings,GHS,20100.00,20100.00,teller,T9003,15:45,
2026-06-30,TLR-20260630-00301,BR004,Madina Market,CIF-300042,Joseph Osei,004004201,current,GHS,15350.00,15350.00,teller,T3004,10:39,
2026-06-30,TLR-20260630-00302,BR006,East Legon — Lagos Avenue,CIF-300224,Iddrisu Fashions,006022401,current,GHS,242500.00,242500.00,teller,T5006,11:27,
2026-06-30,TLR-20260630-00303,BR006,East Legon — Lagos Avenue,CIF-300094,Antwi Bakery,006009401,current,GHS,75000.00,75000.00,teller,T4006,15:48,
2026-06-30,TLR-20260630-00304,BR006,East Legon — Lagos Avenue,CIF-300026,Emmanuel Yeboah,006002601,current,GHS,2050.00,2050.00,teller,T6006,16:18,
2026-06-30,TLR-20260630-00305,BR006,East Legon — Lagos Avenue,CIF-300024,Mensah Sulemana,006002402,savings,GHS,3000.00,3000.00,teller,T1006,16:33,
2026-06-30,TLR-20260630-00306,BR007,Spintex Road,CIF-300016,Acheampong Fashions,007001601,current,GHS,90000.00,90000.00,teller,T9007,10:13,
2026-06-30,TLR-20260630-00307,BR007,Spintex Road,CIF-300051,Patience Yeboah,007005101,current,GHS,12500.00,12500.00,teller,T1007,11:55,
2026-06-30,TLR-20260630-00308,BR007,Spintex Road,CIF-300131,Ama Boateng,007013102,savings,GHS,3050.00,3050.00,teller,T5007,12:36,
2026-06-30,TLR-20260630-00309,BR007,Spintex Road,CIF-300025,Yaa Ofori,007002502,savings,GHS,12000.00,12000.00,teller,T1007,13:09,
2026-06-30,TLR-20260630-00310,BR007,Spintex Road,CIF-300133,Emmanuel Danso,007013302,call,GHS,300000.00,300000.00,teller,T4007,16:55,
2026-06-30,TLR-20260630-00311,BR008,Tema Harbour,CIF-200233,Sankofa Fuel Distributors Ltd,008023301,current,GHS,1320000.00,1320000.00,teller,T4008,08:12,
2026-06-30,TLR-20260630-00312,BR008,Tema Harbour,CIF-300141,Nkrumah Motors,008014101,current,GHS,62500.00,62500.00,teller,T2008,11:09,
2026-06-30,TLR-20260630-00313,BR008,Tema Harbour,CIF-300124,Owusu Trading,008012401,current,GHS,77500.00,77500.00,teller,T2008,11:33,
2026-06-30,TLR-20260630-00314,BR008,Tema Harbour,CIF-200371,Global Haulage Services,008037101,current,GHS,905000.00,905000.00,teller,T2008,15:29,
2026-06-30,TLR-20260630-00315,BR008,Tema Harbour,CIF-300092,Yaa Addo,008009202,savings,GHS,12200.00,12200.00,teller,T8008,16:04,
2026-06-30,TLR-20260630-00316,BR010,Kaneshie Market,CIF-300149,Patience Darko,010014902,savings,EUR,8000.00,112617.67,teller,T4010,14:30,
2026-06-30,TLR-20260630-00317,BR010,Kaneshie Market,CIF-300305,Patience Darko,010030502,call,GBP,2000.00,33504.23,teller,T7010,14:45,
2026-06-30,TLR-20260630-00318,BR010,Kaneshie Market,CIF-300258,Adwoa Adjei,010025801,current,GHS,1850.00,1850.00,teller,T6010,16:13,
2026-06-30,TLR-20260630-00319,BR013,Kasoa,CIF-300134,Comfort Quaye,013013402,savings,GHS,5000.00,5000.00,teller,T3013,08:46,
2026-06-30,TLR-20260630-00320,BR013,Kasoa,CIF-300304,Antwi Trading,013030401,current,GHS,15500.00,15500.00,teller,T7013,08:55,
2026-06-30,TLR-20260630-00321,BR013,Kasoa,CIF-300112,Yaw Addo,013011202,savings,GHS,10350.00,10350.00,teller,T4013,10:56,
2026-06-30,TLR-20260630-00322,BR013,Kasoa,CIF-300065,Ibrahim Addo,013006501,current,GHS,20350.00,20350.00,teller,T9013,14:05,
2026-06-30,TLR-20260630-00323,BR013,Kasoa,CIF-300306,Samuel Boateng,013030602,savings,GHS,5350.00,5350.00,teller,T4013,16:01,
2026-06-30,TLR-20260630-00324,BR014,Ridge — Ministries,CIF-300062,Mohammed Farms,014006201,current,GHS,60000.00,60000.00,teller,T4014,08:50,
2026-06-30,TLR-20260630-00325,BR014,Ridge — Ministries,CIF-300284,Baah Provisions,014028401,current,GHS,91200.00,91200.00,teller,T8014,09:09,
2026-06-30,TLR-20260630-00326,BR014,Ridge — Ministries,CIF-300177,Yaa Acheampong,014017702,savings,GHS,20200.00,20200.00,teller,T9014,09:41,
2026-06-30,TLR-20260630-00327,BR014,Ridge — Ministries,CIF-300330,Ama Sulemana,014033002,savings,GHS,4500.00,4500.00,teller,T9014,10:00,
2026-06-30,TLR-20260630-00328,BR014,Ridge — Ministries,CIF-300017,Ofori Motors,014001701,current,GHS,150000.00,150000.00,teller,T4014,15:08,
2026-06-30,TLR-20260630-00329,BR014,Ridge — Ministries,CIF-200477,Ministry of Roads — Contract Payments Unit,014047701,current,GHS,1180000.00,1180000.00,teller,T3014,16:13,
2026-06-30,TLR-20260630-00330,BR015,Circle — Kwame Nkrumah Interchange,CIF-300030,Adjei Trading,015003001,current,GHS,122500.00,122500.00,teller,T3015,08:34,
2026-06-30,TLR-20260630-00331,BR015,Circle — Kwame Nkrumah Interchange,CIF-300099,Yaa Quaye,015009902,savings,GHS,5500.00,5500.00,teller,T9015,09:54,
2026-06-30,TLR-20260630-00332,BR015,Circle — Kwame Nkrumah Interchange,CIF-300068,Mohammed Farms,015006801,current,GHS,50000.00,50000.00,teller,T1015,10:10,
2026-06-30,TLR-20260630-00333,BR015,Circle — Kwame Nkrumah Interchange,CIF-300033,Boateng Hardware,015003301,current,GHS,32500.00,32500.00,teller,T8015,11:14,
2026-06-30,TLR-20260630-00334,BR015,Circle — Kwame Nkrumah Interchange,CIF-300252,Ansah Electricals,015025201,current,GHS,90000.00,90000.00,teller,T1015,13:52,
2026-06-30,TLR-20260630-00335,BR020,Kumasi Adum,CIF-300206,Ansah Provisions,020020601,current,GHS,17500.00,17500.00,teller,T4020,10:27,
2026-06-30,TLR-20260630-00336,BR020,Kumasi Adum,CIF-300089,Alhassan Addo,020008901,current,GHS,520000.00,520000.00,teller,T6020,13:57,
2026-06-30,TLR-20260630-00337,BR020,Kumasi Adum,CIF-200301,Ashanti Regional Coordinating Council,020030101,current,GHS,3600000.00,3600000.00,teller,T6020,15:03,
2026-06-30,TLR-20260630-00338,BR020,Kumasi Adum,CIF-300173,Vida Bonsu,020017302,savings,GHS,4100.00,4100.00,teller,T5020,15:36,
2026-06-30,TLR-20260630-00339,BR021,Kumasi Kejetia,CIF-300282,Patience Antwi,021028201,current,GHS,20350.00,20350.00,teller,T5021,09:18,
2026-06-30,TLR-20260630-00340,BR021,Kumasi Kejetia,CIF-300219,Kofi Darko,021021902,savings,GHS,5200.00,5200.00,teller,T5021,10:14,
